<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.02.10	00:00:00	15189.34	15286.61	15163.52	15188.42	130929	0	2
2022.02.11	00:00:00	15253.36	15301.54	15162.57	15273.26	97441	0	2
2022.02.14	00:00:00	15676.33	15703.25	15618.24	15677.13	189484	0	2
2022.02.15	00:00:00	15605.86	15621.59	15605.23	15607.1	80788	0	4
2022.02.16	00:00:00	15545.56	15591.33	15466.23	15517.67	119676	0	2
2022.02.17	00:00:00	15386.76	15440.53	15360.24	15373.02	118042	0	1
2022.02.18	00:00:00	15493.45	15586.81	15471.95	15493.27	161838	0	2
2022.02.21	00:00:00	15714.79	15760.02	15693.77	15710.88	132022	0	2
2022.02.22	00:00:00	15696.38	15731.66	15662.84	15695.69	169927	0	3
2022.02.23	00:00:00	15541.3	15623.14	15435.12	15544.46	187863	0	4
2022.02.24	00:00:00	15380.91	15440.55	15336.11	15397.58	108593	0	1
2022.02.25	00:00:00	15522.12	15595.09	15448.53	15524.47	181223	0	4
2022.02.28	00:00:00	15658.13	15682.08	15637.15	15669.82	75452	0	1
2022.03.01	00:00:00	15758.87	15818.35	15704.9	15778.6	187408	0	3
2022.03.02	00:00:00	15667.36	15678.49	15602.85	15659.35	76698	0	2
2022.03.03	00:00:00	15715.47	15720.41	15689.21	15709.32	177539	0	2
2022.03.04	00:00:00	15709.51	15802.02	15654.6	15737.63	108537	0	2
2022.03.07	00:00:00	15783.36	15796.5	15739.43	15785.29	194687	0	2
2022.03.08	00:00:00	15973.5	16058.83	15834.46	15957.61	69379	0	4
2022.03.09	00:00:00	16023.84	16062.45	15970.87	16006.88	119824	0	4
2022.03.10	00:00:00	16160.84	16187.57	16119.71	16144.28	185282	0	4
2022.03.11	00:00:00	16164.47	16183.65	16149.0	16163.84	57121	0	2
2022.03.14	00:00:00	16212.8	16302.79	16188.95	16226.51	89752	0	3
2022.03.15	00:00:00	16338.71	16391.98	16295.09	16356.44	62534	0	2
2022.03.16	00:00:00	16084.89	16112.96	15946.08	16079.35	98191	0	4
2022.03.17	00:00:00	16030.27	16047.85	16003.3	16024.2	108541	0	3
2022.03.18	00:00:00	15960.9	16026.78	15922.71	15940.38	142833	0	2
2022.03.21	00:00:00	15842.37	15872.24	15801.55	15824.97	88653	0	2
2022.03.22	00:00:00	15777.03	15813.6	15685.42	15779.11	73802	0	2
2022.03.23	00:00:00	16051.16	16108.36	16050.52	16071.16	75491	0	3
2022.03.24	00:00:00	15906.33	15950.03	15844.72	15911.41	190760	0	3
2022.03.25	00:00:00	16107.31	16114.35	16091.18	16103.81	192980	0	2
2022.03.28	00:00:00	15784.99	15806.74	15745.85	15788.18	83210	0	4
2022.03.29	00:00:00	15722.06	15737.75	15708.89	15731.15	79312	0	4
2022.03.30	00:00:00	15772.19	15810.83	15703.46	15768.21	58129	0	2
2022.03.31	00:00:00	15877.87	15940.53	15875.21	15885.88	193906	0	4
2022.04.01	00:00:00	16018.38	16073.66	15994.54	16028.45	155922	0	1
2022.04.04	00:00:00	16193.29	16224.12	16170.45	16188.24	164125	0	4
2022.04.05	00:00:00	16120.61	16183.38	16106.67	16127.09	93586	0	2
2022.04.06	00:00:00	16048.2	16056.0	16024.79	16044.28	146141	0	3
2022.04.07	00:00:00	16221.24	16256.75	16108.1	16216.81	58971	0	2
2022.04.08	00:00:00	16167.65	16263.16	16154.53	16186.09	151402	0	2
2022.04.11	00:00:00	15938.9	15947.78	15918.84	15946.58	136948	0	2
2022.04.12	00:00:00	15760.1	15770.5	15678.09	15737.47	99721	0	3
2022.04.13	00:00:00	15552.92	15586.97	15499.72	15571.02	156570	0	1
2022.04.14	00:00:00	15637.29	15671.07	15636.74	15670.46	146964	0	4
2022.04.15	00:00:00	15674.31	15772.02	15562.23	15703.54	115849	0	4
2022.04.18	00:00:00	15841.0	15900.99	15815.98	15840.53	78003	0	3
2022.04.19	00:00:00	15766.32	15767.71	15660.86	15765.83	53534	0	3
2022.04.20	00:00:00	15800.32	15850.95	15730.64	15802.18	190655	0	3
2022.04.21	00:00:00	15946.96	16052.89	15919.52	15927.62	92203	0	1
2022.04.22	00:00:00	15832.52	15891.42	15785.04	15874.95	95269	0	3
2022.04.25	00:00:00	15974.92	16031.93	15925.38	15968.59	152159	0	1
2022.04.26	00:00:00	15873.34	15880.63	15774.78	15848.59	88277	0	3
2022.04.27	00:00:00	15768.21	15812.07	15755.87	15786.01	106363	0	2
2022.04.28	00:00:00	15714.18	15753.31	15712.59	15720.15	156674	0	3
2022.04.29	00:00:00	15490.7	15507.92	15467.86	15502.37	139306	0	4
2022.05.02	00:00:00	15585.52	15675.32	15581.56	15599.47	148467	0	1
2022.05.03	00:00:00	15512.99	15627.19	15384.2	15518.05	50700	0	3
2022.05.04	00:00:00	15548.75	15592.73	15487.72	15526.59	117694	0	2
2022.05.05	00:00:00	15651.37	15697.62	15573.48	15622.67	121290	0	2
2022.05.06	00:00:00	15707.61	15734.36	15667.84	15712.89	144866	0	3
2022.05.09	00:00:00	15875.37	15941.41	15774.86	15845.19	72718	0	4
2022.05.10	00:00:00	15833.37	15900.34	15823.78	15832.8	73923	0	1
2022.05.11	00:00:00	15786.52	15794.76	15661.74	15758.89	164364	0	4
2022.05.12	00:00:00	15748.65	15784.59	15739.74	15750.12	150999	0	4
2022.05.13	00:00:00	15442.61	15460.13	15402.99	15440.59	171677	0	3
2022.05.16	00:00:00	15186.39	15207.01	15136.68	15180.85	90591	0	3
2022.05.17	00:00:00	14995.29	15009.72	14939.86	14947.77	199640	0	2
2022.05.18	00:00:00	14788.44	14799.03	14745.2	14775.87	90925	0	1
2022.05.19	00:00:00	14842.35	14923.16	14775.47	14852.86	147644	0	3
2022.05.20	00:00:00	14712.47	14759.59	14665.18	14698.22	74326	0	4
2022.05.23	00:00:00	14632.23	14639.94	14603.63	14637.53	187775	0	1
2022.05.24	00:00:00	14866.19	14924.02	14838.47	14873.48	99856	0	3
2022.05.25	00:00:00	14829.41	14885.67	14814.29	14815.95	170371	0	3
2022.05.26	00:00:00	14954.1	15017.88	14944.77	14953.64	99687	0	4
2022.05.27	00:00:00	14797.08	14810.94	14740.36	14792.96	168627	0	2
2022.05.30	00:00:00	14762.64	14822.79	14665.6	14762.44	118126	0	2
2022.05.31	00:00:00	14605.85	14628.11	14594.36	14600.93	59373	0	2
2022.06.01	00:00:00	14553.65	14562.18	14533.33	14547.47	78562	0	4
2022.06.02	00:00:00	14672.31	14710.38	14619.08	14700.78	152515	0	4
2022.06.03	00:00:00	14414.57	14431.16	14337.06	14404.97	78951	0	2
2022.06.06	00:00:00	14471.82	14498.58	14403.66	14486.05	91297	0	4
2022.06.07	00:00:00	14512.29	14544.25	14468.83	14533.25	131260	0	3
2022.06.08	00:00:00	14434.93	14437.61	14419.67	14435.77	87957	0	2
2022.06.09	00:00:00	14194.3	14197.65	14172.65	14193.11	69331	0	1
2022.06.10	00:00:00	14201.22	14239.99	14093.36	14211.08	143644	0	3
2022.06.13	00:00:00	14138.46	14161.03	14063.99	14126.72	153334	0	3
2022.06.14	00:00:00	14152.87	14295.79	14105.34	14171.89	159957	0	4
2022.06.15	00:00:00	14175.5	14256.87	14159.01	14181.27	191592	0	3
2022.06.16	00:00:00	14453.82	14476.34	14415.52	14462.28	68674	0	1
2022.06.17	00:00:00	14425.9	14459.47	14391.75	14426.57	114019	0	3
2022.06.20	00:00:00	14260.14	14284.84	14209.09	14256.17	85099	0	3
2022.06.21	00:00:00	14278.18	14294.58	14267.97	14292.58	185165	0	2
2022.06.22	00:00:00	14346.48	14379.27	14331.16	14336.1	130968	0	2
2022.06.23	00:00:00	14578.59	14630.0	14508.01	14577.67	64747	0	4
2022.06.24	00:00:00	14702.52	14738.89	14686.87	14730.38	153822	0	3
2022.06.27	00:00:00	14770.53	14849.78	14662.45	14799.52	56443	0	3
2022.06.28	00:00:00	15067.53	15173.69	15044.73	15067.72	91125	0	2
2022.06.29	00:00:00	14856.96	14931.15	14825.8	14860.24	158205	0	2
2022.06.30	00:00:00	14750.97	14769.1	14749.08	14752.5	125900	0	3
2022.07.01	00:00:00	14594.8	14642.4	14591.0	14595.21	164153	0	4
2022.07.04	00:00:00	14536.19	14589.38	14520.98	14532.91	135678	0	3
2022.07.05	00:00:00	14314.06	14349.74	14266.61	14300.51	176458	0	3
2022.07.06	00:00:00	14399.67	14422.0	14333.45	14415.69	134384	0	1
2022.07.07	00:00:00	14366.2	14383.79	14343.91	14383.05	58522	0	4
2022.07.08	00:00:00	14121.62	14149.08	14092.64	14137.08	60689	0	1
2022.07.11	00:00:00	13975.46	14020.93	13945.68	13971.42	166536	0	4
2022.07.12	00:00:00	14047.16	14121.55	13961.98	14029.69	55790	0	2
2022.07.13	00:00:00	14171.06	14218.6	14142.64	14177.18	106480	0	4
2022.07.14	00:00:00	14490.45	14527.15	14441.62	14526.79	52415	0	4
2022.07.15	00:00:00	15024.1	15058.94	15022.07	15049.74	95500	0	4
2022.07.18	00:00:00	15118.21	15197.6	15029.28	15130.82	139270	0	4
2022.07.19	00:00:00	14949.85	14980.77	14918.19	14958.19	75953	0	3
2022.07.20	00:00:00	14580.23	14691.82	14507.62	14586.18	119914	0	4
2022.07.21	00:00:00	14639.54	14668.01	14625.41	14638.97	199402	0	1
2022.07.22	00:00:00	14498.14	14567.58	14459.54	14502.66	60574	0	1
2022.07.25	00:00:00	14451.47	14453.79	14386.09	14436.32	59549	0	3
2022.07.26	00:00:00	14326.72	14341.54	14307.72	14336.41	90687	0	4
2022.07.27	00:00:00	14305.59	14368.17	14297.72	14317.93	174051	0	4
2022.07.28	00:00:00	14515.01	14522.79	14480.03	14508.07	110869	0	3
2022.07.29	00:00:00	14518.92	14571.53	14493.28	14541.25	145924	0	3
2022.08.01	00:00:00	14525.06	14547.13	14499.97	14519.4	55080	0	3
2022.08.02	00:00:00	14347.28	14402.07	14303.62	14345.81	160262	0	4
2022.08.03	00:00:00	14063.94	14088.65	14052.08	14066.02	60113	0	4
2022.08.04	00:00:00	14011.98	14028.19	13960.49	13989.76	156757	0	1
2022.08.05	00:00:00	13977.63	13996.25	13941.32	13986.33	72187	0	3
2022.08.08	00:00:00	14321.39	14388.72	14221.3	14291.94	178765	0	2
2022.08.09	00:00:00	14316.8	14336.72	14304.31	14320.03	94419	0	4
2022.08.10	00:00:00	14477.19	14572.23	14461.79	14495.7	77568	0	3
2022.08.11	00:00:00	14415.88	14448.39	14312.29	14414.87	100505	0	4
2022.08.12	00:00:00	14201.74	14222.52	14178.91	14217.04	50123	0	2
2022.08.15	00:00:00	14048.39	14159.63	14010.41	14058.96	74768	0	3
2022.08.16	00:00:00	13948.25	13994.28	13876.8	13942.71	139779	0	1
2022.08.17	00:00:00	14317.09	14321.5	14236.04	14309.14	95116	0	4
2022.08.18	00:00:00	14165.64	14250.93	14104.39	14174.46	103078	0	1
2022.08.19	00:00:00	14337.67	14388.92	14275.84	14323.53	171084	0	2
2022.08.22	00:00:00	14191.25	14220.89	14117.15	14174.84	68568	0	4
2022.08.23	00:00:00	14360.52	14370.17	14307.87	14339.92	109383	0	4
2022.08.24	00:00:00	14419.71	14419.8	14384.75	14412.08	77920	0	2
2022.08.25	00:00:00	14410.39	14422.58	14364.17	14390.77	122427	0	2
2022.08.26	00:00:00	14362.43	14419.65	14262.16	14389.49	99762	0	1
2022.08.29	00:00:00	14278.04	14286.41	14198.32	14282.58	56934	0	4
2022.08.30	00:00:00	14352.53	14433.85	14340.44	14364.98	60535	0	1
2022.08.31	00:00:00	14294.19	14299.98	14226.03	14292.48	177850	0	1
2022.09.01	00:00:00	14081.4	14108.47	14062.99	14089.45	58536	0	2
2022.09.02	00:00:00	13878.28	13890.06	13874.08	13880.59	167406	0	1
2022.09.05	00:00:00	13941.12	14008.67	13867.6	13914.93	187403	0	1
2022.09.06	00:00:00	14184.38	14228.86	14094.73	14186.79	119871	0	3
2022.09.07	00:00:00	14225.63	14241.18	14195.13	14219.74	96815	0	3
2022.09.08	00:00:00	14201.89	14236.13	14201.18	14205.19	166447	0	2
2022.09.09	00:00:00	14260.78	14272.79	14181.76	14259.7	197334	0	4
2022.09.12	00:00:00	14490.82	14556.06	14424.56	14490.74	68064	0	3
2022.09.13	00:00:00	14541.26	14586.0	14489.94	14534.75	194655	0	1
2022.09.14	00:00:00	14485.9	14509.27	14424.83	14469.04	191560	0	3
2022.09.15	00:00:00	14692.43	14746.58	14663.76	14668.27	71385	0	3
2022.09.16	00:00:00	14754.4	14782.7	14739.09	14749.83	58210	0	4
2022.09.19	00:00:00	15039.05	15067.93	14986.99	15030.19	157238	0	1
2022.09.20	00:00:00	15051.96	15093.63	15007.56	15069.3	61650	0	1
2022.09.21	00:00:00	14854.13	14866.49	14841.81	14855.43	140120	0	2
2022.09.22	00:00:00	14633.12	14639.33	14575.72	14619.38	59713	0	2
2022.09.23	00:00:00	14930.78	14969.88	14912.05	14917.86	153597	0	4
2022.09.26	00:00:00	15238.95	15263.4	15232.52	15235.72	84755	0	3
2022.09.27	00:00:00	15222.5	15294.32	15182.96	15209.02	64428	0	3
2022.09.28	00:00:00	15152.74	15215.56	15101.16	15145.3	59992	0	3
2022.09.29	00:00:00	15437.93	15462.56	15385.2	15419.42	78284	0	4
2022.09.30	00:00:00	15226.43	15283.48	15184.61	15222.02	131112	0	2
2022.10.03	00:00:00	15060.13	15084.03	14942.5	15065.49	61495	0	1
2022.10.04	00:00:00	15193.42	15214.65	15171.18	15188.32	170341	0	1
2022.10.05	00:00:00	15078.3	15230.34	15057.57	15122.61	140620	0	2
2022.10.06	00:00:00	15133.53	15212.42	15092.84	15127.73	94595	0	3
2022.10.07	00:00:00	15049.03	15113.36	15012.05	15104.13	197988	0	2
2022.10.10	00:00:00	15145.36	15222.85	15121.05	15171.51	148780	0	2
2022.10.11	00:00:00	15443.08	15465.94	15417.43	15436.1	150797	0	2
2022.10.12	00:00:00	15466.46	15473.02	15433.98	15459.07	76091	0	4
2022.10.13	00:00:00	15567.11	15693.95	15528.46	15585.23	156614	0	4
2022.10.14	00:00:00	15201.73	15223.37	15183.0	15212.56	133879	0	1
2022.10.17	00:00:00	15230.6	15317.54	15205.66	15209.75	197687	0	1
2022.10.18	00:00:00	15055.36	15083.14	15010.37	15062.65	121699	0	1
2022.10.19	00:00:00	14883.19	14894.79	14822.95	14849.89	151701	0	4
2022.10.20	00:00:00	14700.07	14745.3	14618.82	14700.1	101169	0	2
2022.10.21	00:00:00	14653.11	14660.32	14562.92	14647.14	56027	0	4
2022.10.24	00:00:00	14838.89	14864.75	14758.96	14814.93	69187	0	3
2022.10.25	00:00:00	14588.74	14688.34	14529.36	14586.83	180050	0	3
2022.10.26	00:00:00	14583.4	14626.1	14576.63	14598.03	160718	0	2
2022.10.27	00:00:00	14517.67	14524.2	14465.9	14519.27	104701	0	2
2022.10.28	00:00:00	14467.56	14512.03	14437.06	14468.07	154673	0	1
2022.10.31	00:00:00	14629.09	14654.64	14595.12	14649.08	50654	0	3
2022.11.01	00:00:00	14746.11	14775.71	14726.62	14749.88	55577	0	2
2022.11.02	00:00:00	14983.38	15018.27	14923.93	14994.5	126085	0	2
2022.11.03	00:00:00	14986.56	15013.82	14942.98	14972.72	143744	0	1
2022.11.04	00:00:00	14854.65	14914.29	14853.42	14854.14	190552	0	4
2022.11.07	00:00:00	14816.02	14866.78	14795.53	14820.21	163948	0	4
2022.11.08	00:00:00	14867.77	14931.7	14848.45	14869.35	88599	0	2
2022.11.09	00:00:00	14910.18	14939.82	14892.19	14906.85	172270	0	3
2022.11.10	00:00:00	14729.1	14814.07	14694.22	14720.02	123726	0	4
2022.11.11	00:00:00	14727.17	14791.76	14687.07	14741.91	173904	0	3
2022.11.14	00:00:00	14772.85	14792.58	14771.23	14788.25	76066	0	3
2022.11.15	00:00:00	15264.76	15307.83	15154.98	15247.91	53933	0	2
2022.11.16	00:00:00	15595.03	15626.24	15585.12	15601.46	58653	0	3
2022.11.17	00:00:00	15426.83	15452.11	15391.55	15448.71	198632	0	3
2022.11.18	00:00:00	15408.52	15410.26	15388.75	15401.69	62081	0	3
2022.11.21	00:00:00	15146.65	15150.78	15057.13	15139.63	190903	0	3
2022.11.22	00:00:00	15015.69	15040.1	14975.99	15038.71	159051	0	3
2022.11.23	00:00:00	15105.28	15114.99	15091.96	15101.81	71905	0	1
2022.11.24	00:00:00	15339.33	15405.69	15326.41	15328.06	179611	0	4
2022.11.25	00:00:00	15206.31	15229.87	15196.04	15200.61	71631	0	4
2022.11.28	00:00:00	15097.33	15138.76	15082.62	15087.79	71494	0	1
2022.11.29	00:00:00	14689.21	14770.25	14684.49	14709.87	136328	0	2
2022.11.30	00:00:00	14691.92	14700.27	14649.7	14687.06	93247	0	4
2022.12.01	00:00:00	14502.41	14542.48	14442.47	14506.8	93623	0	2
2022.12.02	00:00:00	14413.73	14425.51	14413.64	14420.7	79254	0	4
2022.12.05	00:00:00	14287.89	14304.55	14240.54	14275.46	141151	0	4
2022.12.06	00:00:00	14286.13	14349.45	14235.0	14265.03	54028	0	4
2022.12.07	00:00:00	13997.95	14019.22	13940.77	13972.88	86761	0	1
2022.12.08	00:00:00	13752.6	13806.72	13703.14	13734.54	133014	0	2
2022.12.09	00:00:00	14094.08	14124.01	14047.96	14095.63	122981	0	3
2022.12.12	00:00:00	13889.99	13922.27	13793.0	13885.09	154988	0	4
2022.12.13	00:00:00	13719.53	13743.28	13704.0	13709.02	82436	0	1
2022.12.14	00:00:00	14021.87	14035.07	13927.95	14020.17	147181	0	2
2022.12.15	00:00:00	14525.25	14546.68	14499.47	14523.35	163991	0	1
2022.12.16	00:00:00	14338.13	14376.54	14273.39	14326.33	108208	0	4
2022.12.19	00:00:00	14268.02	14302.02	14244.35	14268.87	88521	0	4
2022.12.20	00:00:00	14322.75	14359.82	14312.06	14333.2	133251	0	1
2022.12.21	00:00:00	14633.43	14668.32	14589.15	14639.5	136829	0	1
2022.12.22	00:00:00	14482.12	14506.69	14451.91	14472.94	64114	0	2
2022.12.23	00:00:00	14436.22	14483.83	14383.44	14436.18	134766	0	4
2022.12.26	00:00:00	14582.26	14609.77	14537.09	14577.3	73145	0	2
2022.12.27	00:00:00	14669.24	14744.49	14592.49	14659.41	135323	0	2
2022.12.28	00:00:00	14593.76	14698.55	14578.05	14599.23	189769	0	2
2022.12.29	00:00:00	14592.66	14637.79	14542.04	14581.64	130560	0	3
2022.12.30	00:00:00	14354.21	14357.24	14335.55	14348.77	164226	0	2
2023.01.02	00:00:00	14295.87	14364.05	14270.07	14313.54	96455	0	1
2023.01.03	00:00:00	14294.16	14327.5	14200.48	14273.57	188410	0	4
2023.01.04	00:00:00	14311.95	14346.18	14302.66	14319.12	171913	0	2
2023.01.05	00:00:00	14206.15	14274.83	14171.85	14229.7	187502	0	2
2023.01.06	00:00:00	14301.22	14361.35	14295.91	14316.18	161239	0	3
2023.01.09	00:00:00	14482.21	14503.29	14456.73	14497.01	147408	0	3
2023.01.10	00:00:00	14530.65	14583.69	14529.41	14529.89	128750	0	1
2023.01.11	00:00:00	14593.19	14634.07	14530.32	14597.19	189235	0	1
2023.01.12	00:00:00	14607.42	14652.58	14583.09	14612.35	177228	0	1
2023.01.13	00:00:00	14627.27	14750.55	14543.15	14618.21	112505	0	4
2023.01.16	00:00:00	14502.9	14522.54	14488.61	14497.98	62847	0	3
2023.01.17	00:00:00	14563.57	14566.71	14481.12	14558.97	50542	0	4
2023.01.18	00:00:00	14553.76	14610.32	14538.47	14547.8	85022	0	3
2023.01.19	00:00:00	14933.0	15009.43	14843.2	14923.81	59385	0	2
2023.01.20	00:00:00	15182.26	15265.43	15096.04	15214.33	81725	0	3
2023.01.23	00:00:00	15285.48	15304.68	15254.19	15291.06	66423	0	3
2023.01.24	00:00:00	15124.69	15218.98	15121.52	15157.74	197157	0	2
2023.01.25	00:00:00	14963.27	14972.73	14946.06	14962.73	64303	0	4
2023.01.26	00:00:00	15184.14	15235.29	15134.84	15184.21	144033	0	4
2023.01.27	00:00:00	15254.19	15321.11	15213.48	15238.26	102755	0	4
2023.01.30	00:00:00	15350.65	15387.91	15279.62	15332.44	76132	0	4
2023.01.31	00:00:00	15023.84	15028.15	14996.37	15020.8	155190	0	2
2023.02.01	00:00:00	15187.38	15306.04	15176.23	15194.98	195583	0	1
2023.02.02	00:00:00	15291.59	15336.71	15277.5	15284.18	168597	0	2
2023.02.03	00:00:00	15079.93	15119.03	15072.02	15087.9	196285	0	3
2023.02.06	00:00:00	15008.75	15063.38	14961.67	15008.77	138531	0	4
2023.02.07	00:00:00	15077.22	15127.39	15023.26	15062.37	151036	0	2
2023.02.08	00:00:00	15069.47	15149.89	14996.15	15077.88	71965	0	2
2023.02.09	00:00:00	15043.23	15056.84	15003.41	15031.12	177862	0	2
2023.02.10	00:00:00	15028.65	15074.43	14990.03	15018.47	162185	0	4
2023.02.13	00:00:00	14964.82	15053.64	14943.26	14979.12	88103	0	1
2023.02.14	00:00:00	15027.19	15027.55	14994.21	15012.57	103220	0	2
2023.02.15	00:00:00	15296.81	15309.37	15271.43	15286.13	141633	0	1
2023.02.16	00:00:00	14829.94	14843.32	14793.39	14828.43	51949	0	4
2023.02.17	00:00:00	14780.98	14874.45	14778.96	14792.26	172686	0	2
2023.02.20	00:00:00	14816.81	14844.04	14795.16	14829.55	92088	0	1
2023.02.21	00:00:00	14880.27	14902.89	14866.34	14888.27	61246	0	2
2023.02.22	00:00:00	14835.95	14842.54	14738.02	14827.9	99590	0	1
2023.02.23	00:00:00	14510.52	14548.96	14435.0	14524.4	175365	0	2
2023.02.24	00:00:00	14593.9	14613.29	14565.64	14587.52	91136	0	4
2023.02.27	00:00:00	14880.5	14900.78	14805.54	14899.0	130878	0	3
2023.02.28	00:00:00	14630.14	14652.55	14625.39	14633.13	171780	0	4
2023.03.01	00:00:00	14793.14	14806.65	14772.28	14791.52	55056	0	3
2023.03.02	00:00:00	14775.25	14793.41	14647.02	14739.22	163988	0	4
2023.03.03	00:00:00	14713.97	14738.35	14696.8	14734.27	93303	0	2
2023.03.06	00:00:00	14576.52	14660.52	14538.5	14555.09	154332	0	4
2023.03.07	00:00:00	14504.77	14525.52	14411.26	14502.59	78213	0	1
2023.03.08	00:00:00	14742.57	14742.59	14699.39	14736.51	70850	0	2
2023.03.09	00:00:00	14847.6	14849.37	14781.93	14845.84	168244	0	3
2023.03.10	00:00:00	15170.49	15214.22	15095.96	15163.75	171175	0	2
2023.03.13	00:00:00	15383.31	15475.81	15366.74	15385.67	197198	0	2
2023.03.14	00:00:00	15495.64	15587.4	15471.0	15473.14	151576	0	1
2023.03.15	00:00:00	15799.47	15819.67	15736.52	15806.68	119881	0	1
2023.03.16	00:00:00	15914.53	15914.87	15816.3	15896.53	79225	0	3
2023.03.17	00:00:00	16051.34	16069.88	15996.75	16061.68	94282	0	4
2023.03.20	00:00:00	16010.06	16033.23	15964.84	16011.03	147214	0	1
2023.03.21	00:00:00	16013.05	16062.18	16003.37	16030.23	101915	0	2
2023.03.22	00:00:00	15910.23	15954.74	15882.02	15902.99	122526	0	4
2023.03.23	00:00:00	16122.67	16146.08	16012.0	16099.4	75209	0	4
2023.03.24	00:00:00	15878.49	15892.14	15856.13	15879.72	115902	0	1
2023.03.27	00:00:00	16032.76	16137.31	15923.43	16035.91	85695	0	3
2023.03.28	00:00:00	15987.83	16042.61	15957.14	16005.67	66818	0	1
2023.03.29	00:00:00	16234.99	16298.23	16163.22	16238.71	69792	0	1
2023.03.30	00:00:00	16366.14	16423.94	16357.15	16392.25	127745	0	1
2023.03.31	00:00:00	16745.72	16805.25	16742.04	16761.02	104963	0	3
2023.04.03	00:00:00	16919.25	16953.45	16896.07	16915.42	64989	0	1
2023.04.04	00:00:00	16627.85	16670.78	16565.31	16605.95	127144	0	2
2023.04.05	00:00:00	16645.88	16723.72	16551.26	16599.25	74638	0	1
2023.04.06	00:00:00	16364.37	16417.01	16302.21	16373.98	52316	0	2
2023.04.07	00:00:00	16302.33	16313.41	16211.95	16278.97	69881	0	3
2023.04.10	00:00:00	16587.55	16624.74	16534.2	16583.51	117278	0	2
2023.04.11	00:00:00	16715.02	16720.43	16666.48	16717.55	193116	0	2
2023.04.12	00:00:00	16591.73	16647.35	16580.23	16584.56	86250	0	3
2023.04.13	00:00:00	16391.61	16411.99	16373.88	16390.59	92729	0	3
2023.04.14	00:00:00	16405.41	16433.89	16380.95	16403.6	86398	0	1
2023.04.17	00:00:00	16165.73	16176.6	16117.51	16172.34	103280	0	4
2023.04.18	00:00:00	16026.59	16059.6	16022.61	16049.03	157599	0	4
2023.04.19	00:00:00	16090.8	16128.18	16022.73	16115.68	98312	0	3
2023.04.20	00:00:00	16357.87	16430.42	16332.02	16347.19	148635	0	3
2023.04.21	00:00:00	16469.08	16518.15	16438.24	16473.64	184737	0	3
2023.04.24	00:00:00	16023.71	16061.52	15983.66	16033.27	191927	0	2
2023.04.25	00:00:00	16098.51	16099.04	15994.12	16098.37	134444	0	2
2023.04.26	00:00:00	16131.56	16174.09	16096.02	16118.74	156985	0	2
2023.04.27	00:00:00	16208.4	16281.21	16170.82	16205.48	187873	0	1
2023.04.28	00:00:00	16518.61	16594.43	16438.92	16529.45	168003	0	4
2023.05.01	00:00:00	16151.46	16250.2	16091.87	16131.68	94988	0	2
