<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.01.02	10:01:00	16031.39	16032.35	16025.08	16028.41	2738	0	1
2024.01.02	10:02:00	16028.41	16030.81	16022.77	16024.57	1817	0	2
2024.01.02	10:03:00	16024.57	16024.91	16012.19	16018.29	2335	0	4
2024.01.02	10:04:00	16018.29	16028.92	16017.63	16023.61	2827	0	4
2024.01.02	10:05:00	16023.61	16043.13	16016.1	16033.09	4363	0	3
2024.01.02	10:06:00	16033.09	16036.12	16031.13	16032.49	4081	0	2
2024.01.02	10:07:00	16032.49	16036.91	16022.33	16025.99	1379	0	3
2024.01.02	10:08:00	16025.99	16032.96	16015.93	16019.62	4754	0	4
2024.01.02	10:09:00	16019.62	16026.23	16018.8	16025.22	836	0	2
2024.01.02	10:10:00	16025.22	16037.95	16024.39	16031.57	715	0	2
2024.01.02	10:11:00	16031.57	16039.52	16028.63	16036.3	4332	0	2
2024.01.02	10:12:00	16036.3	16036.89	16029.6	16031.22	1775	0	3
2024.01.02	10:13:00	16031.22	16034.85	16028.72	16033.43	4354	0	4
2024.01.02	10:14:00	16033.43	16042.09	16031.22	16034.7	810	0	1
2024.01.02	10:15:00	16034.7	16037.98	16034.08	16036.79	1593	0	4
2024.01.02	10:16:00	16036.79	16050.46	16032.36	16044.19	4213	0	1
2024.01.02	10:17:00	16044.19	16052.93	16043.14	16046.33	1378	0	2
2024.01.02	10:18:00	16046.33	16052.95	16044.91	16052.17	2836	0	2
2024.01.02	10:19:00	16052.17	16057.56	16046.31	16053.04	3745	0	1
2024.01.02	10:20:00	16053.04	16055.74	16048.54	16055.71	2069	0	3
2024.01.02	10:21:00	16055.71	16061.73	16048.79	16061.16	1145	0	4
2024.01.02	10:22:00	16061.16	16061.91	16046.11	16049.64	4249	0	1
2024.01.02	10:23:00	16049.64	16053.31	16045.79	16047.36	3298	0	3
2024.01.02	10:24:00	16047.36	16051.01	16038.65	16043.86	4604	0	4
2024.01.02	10:25:00	16043.86	16044.22	16036.31	16038.99	3655	0	3
2024.01.02	10:26:00	16038.99	16040.78	16029.71	16037.08	3849	0	2
2024.01.02	10:27:00	16037.08	16054.4	16036.97	16049.54	3298	0	4
2024.01.02	10:28:00	16049.54	16050.27	16042.36	16042.83	3515	0	2
2024.01.02	10:29:00	16042.83	16055.48	16039.38	16051.02	2421	0	3
2024.01.02	10:30:00	16051.02	16054.96	16029.74	16037.67	4670	0	4
2024.01.02	10:31:00	16037.67	16040.9	16034.66	16035.27	4172	0	3
2024.01.02	10:32:00	16035.27	16039.12	16029.86	16036.91	1590	0	2
2024.01.02	10:33:00	16036.91	16046.01	16026.93	16041.99	4684	0	3
2024.01.02	10:34:00	16041.99	16050.76	16040.39	16048.09	1552	0	2
2024.01.02	10:35:00	16048.09	16060.55	16044.85	16054.86	3675	0	2
2024.01.02	10:36:00	16054.86	16055.42	16045.51	16052.35	4643	0	3
2024.01.02	10:37:00	16052.35	16054.92	16046.41	16048.91	2385	0	2
2024.01.02	10:38:00	16048.91	16059.4	16044.95	16056.21	1332	0	4
2024.01.02	10:39:00	16056.21	16056.57	16054.75	16054.97	4980	0	2
2024.01.02	10:40:00	16054.97	16055.87	16041.94	16044.92	4071	0	1
2024.01.02	10:41:00	16044.92	16049.21	16035.9	16036.04	2522	0	3
2024.01.02	10:42:00	16036.04	16038.52	16028.81	16028.9	4960	0	4
2024.01.02	10:43:00	16028.9	16035.59	16028.41	16033.25	1023	0	1
2024.01.02	10:44:00	16033.25	16038.16	16031.64	16034.73	2872	0	3
2024.01.02	10:45:00	16034.73	16045.28	16032.68	16040.66	1321	0	4
2024.01.02	10:46:00	16040.66	16042.81	16035.47	16037.51	1332	0	2
2024.01.02	10:47:00	16037.51	16039.67	16034.18	16039.12	2065	0	2
2024.01.02	10:48:00	16039.12	16044.74	16036.52	16044.52	3083	0	3
2024.01.02	10:49:00	16044.52	16049.7	16034.2	16042.33	1270	0	3
2024.01.02	10:50:00	16042.33	16051.77	16038.05	16046.36	2841	0	1
2024.01.02	10:51:00	16046.36	16053.05	16040.46	16041.3	4002	0	1
2024.01.02	10:52:00	16041.3	16043.93	16036.83	16038.67	1160	0	2
2024.01.02	10:53:00	16038.67	16039.59	16030.16	16035.9	563	0	2
2024.01.02	10:54:00	16035.9	16037.77	16022.65	16026.51	3861	0	3
2024.01.02	10:55:00	16026.51	16032.11	16018.34	16030.78	2326	0	2
2024.01.02	10:56:00	16030.78	16037.79	16024.15	16027.29	1355	0	1
2024.01.02	10:57:00	16027.29	16033.65	16023.64	16027.71	4451	0	4
2024.01.02	10:58:00	16027.71	16034.03	16027.69	16031.94	2422	0	2
2024.01.02	10:59:00	16031.94	16039.4	16031.73	16035.88	1029	0	1
2024.01.02	11:00:00	16035.88	16043.99	16030.59	16041.61	1890	0	3
2024.01.02	11:01:00	16041.61	16048.52	16037.44	16041.13	3092	0	2
2024.01.02	11:02:00	16041.13	16042.4	16032.78	16038.01	1810	0	3
2024.01.02	11:03:00	16038.01	16039.97	16031.83	16037.68	4702	0	4
2024.01.02	11:04:00	16037.68	16043.07	16019.6	16024.31	3323	0	1
2024.01.02	11:05:00	16024.31	16027.46	16005.63	16012.89	822	0	3
2024.01.02	11:06:00	16012.89	16018.07	15999.79	16002.49	2061	0	1
2024.01.02	11:07:00	16002.49	16002.6	15990.67	15994.73	2073	0	4
2024.01.02	11:08:00	15994.73	15999.53	15991.5	15998.29	1156	0	2
2024.01.02	11:09:00	15998.29	16000.05	15990.9	15991.27	669	0	4
2024.01.02	11:10:00	15991.27	15991.35	15983.12	15988.53	1004	0	1
2024.01.02	11:11:00	15988.53	16003.76	15987.87	15999.37	3569	0	3
2024.01.02	11:12:00	15999.37	16002.02	15994.71	15996.81	1617	0	2
2024.01.02	11:13:00	15996.81	16004.3	15991.73	16003.1	2378	0	2
2024.01.02	11:14:00	16003.1	16004.11	15990.96	15995.86	1142	0	1
2024.01.02	11:15:00	15995.86	15995.9	15989.78	15994.52	4762	0	2
2024.01.02	11:16:00	15994.52	15995.37	15984.91	15987.14	4939	0	4
2024.01.02	11:17:00	15987.14	15993.31	15984.14	15984.72	3610	0	1
2024.01.02	11:18:00	15984.72	15994.53	15977.0	15991.84	1992	0	3
2024.01.02	11:19:00	15991.84	15991.85	15970.5	15978.18	3208	0	1
2024.01.02	11:20:00	15978.18	15992.34	15976.4	15982.01	2236	0	2
2024.01.02	11:21:00	15982.01	15985.83	15976.12	15984.26	4596	0	3
2024.01.02	11:22:00	15984.26	15985.57	15979.32	15979.77	3222	0	1
2024.01.02	11:23:00	15979.77	15991.22	15965.03	15968.39	1083	0	4
2024.01.02	11:24:00	15968.39	15970.08	15968.03	15969.29	935	0	3
2024.01.02	11:25:00	15969.29	15969.57	15961.55	15965.33	4025	0	3
2024.01.02	11:26:00	15965.33	15971.52	15960.5	15967.53	3774	0	4
2024.01.02	11:27:00	15967.53	15974.21	15958.39	15968.03	3784	0	2
2024.01.02	11:28:00	15968.03	15986.0	15967.35	15981.31	1999	0	1
2024.01.02	11:29:00	15981.31	15983.03	15970.39	15979.69	3529	0	4
2024.01.02	11:30:00	15979.69	15981.6	15970.43	15971.73	1720	0	3
2024.01.02	11:31:00	15971.73	15974.26	15968.92	15973.5	3371	0	2
2024.01.02	11:32:00	15973.5	15981.36	15970.58	15975.6	1978	0	1
2024.01.02	11:33:00	15975.6	15992.35	15971.21	15986.92	1059	0	2
2024.01.02	11:34:00	15986.92	15995.12	15986.64	15994.0	4244	0	3
2024.01.02	11:35:00	15994.0	16002.13	15990.64	15997.21	4163	0	1
2024.01.02	11:36:00	15997.21	16014.46	15996.46	16009.39	4026	0	3
2024.01.02	11:37:00	16009.39	16011.43	15995.89	16000.07	3358	0	4
2024.01.02	11:38:00	16000.07	16001.43	15994.79	15995.21	3375	0	2
2024.01.02	11:39:00	15995.21	15998.62	15986.62	15988.03	3971	0	3
2024.01.02	11:40:00	15988.03	15989.94	15985.14	15985.19	3035	0	1
2024.01.02	11:41:00	15985.19	15994.08	15967.76	15974.37	4442	0	3
2024.01.02	11:42:00	15974.37	15982.64	15973.56	15979.83	3948	0	1
2024.01.02	11:43:00	15979.83	15980.24	15976.31	15978.35	2940	0	3
2024.01.02	11:44:00	15978.35	15979.68	15964.25	15966.77	3141	0	3
2024.01.02	11:45:00	15966.77	15967.21	15957.98	15958.88	4805	0	3
2024.01.02	11:46:00	15958.88	15968.24	15957.77	15961.74	2771	0	2
2024.01.02	11:47:00	15961.74	15969.61	15961.62	15968.83	991	0	2
2024.01.02	11:48:00	15968.83	15990.83	15966.21	15985.31	4294	0	3
2024.01.02	11:49:00	15985.31	16010.39	15983.28	16009.23	518	0	3
2024.01.02	11:50:00	16009.23	16013.54	16007.62	16012.91	1611	0	3
2024.01.02	11:51:00	16012.91	16017.26	16003.24	16005.21	1984	0	1
2024.01.02	11:52:00	16005.21	16008.53	15986.21	15988.26	616	0	1
2024.01.02	11:53:00	15988.26	15996.62	15987.56	15990.74	1474	0	2
2024.01.02	11:54:00	15990.74	15994.58	15983.01	15984.48	1292	0	2
2024.01.02	11:55:00	15984.48	15986.22	15975.38	15981.44	2991	0	3
2024.01.02	11:56:00	15981.44	15985.93	15965.97	15976.81	4462	0	3
2024.01.02	11:57:00	15976.81	15982.65	15973.69	15975.99	1761	0	1
2024.01.02	11:58:00	15975.99	15986.03	15974.8	15984.93	2259	0	1
2024.01.02	11:59:00	15984.93	15989.51	15980.73	15986.53	3596	0	4
2024.01.02	12:00:00	15986.53	15991.38	15984.49	15985.56	3534	0	3
2024.01.02	12:01:00	15985.56	15988.31	15973.48	15977.5	4753	0	1
2024.01.02	12:02:00	15977.5	15981.14	15957.25	15964.28	2851	0	4
2024.01.02	12:03:00	15964.28	15965.22	15957.89	15960.66	3961	0	2
2024.01.02	12:04:00	15960.66	15963.44	15959.26	15960.55	4304	0	3
2024.01.02	12:05:00	15960.55	15975.2	15954.69	15975.16	2391	0	2
2024.01.02	12:06:00	15975.16	15980.52	15972.05	15976.54	4264	0	1
2024.01.02	12:07:00	15976.54	15985.28	15976.34	15984.81	4934	0	3
2024.01.02	12:08:00	15984.81	15985.3	15977.13	15981.09	1037	0	2
2024.01.02	12:09:00	15981.09	15981.92	15969.82	15971.82	3970	0	1
2024.01.02	12:10:00	15971.82	15978.67	15959.47	15964.34	3304	0	1
2024.01.02	12:11:00	15964.34	15965.92	15956.04	15958.79	4148	0	4
2024.01.02	12:12:00	15958.79	15976.97	15958.04	15976.32	2971	0	3
2024.01.02	12:13:00	15976.32	15979.93	15962.86	15970.0	1421	0	2
2024.01.02	12:14:00	15970.0	15979.55	15969.36	15977.1	2429	0	4
2024.01.02	12:15:00	15977.1	15977.92	15966.12	15970.12	3591	0	2
2024.01.02	12:16:00	15970.12	15982.15	15969.23	15977.97	4534	0	1
2024.01.02	12:17:00	15977.97	15982.59	15970.15	15981.4	817	0	1
2024.01.02	12:18:00	15981.4	15982.41	15977.41	15980.46	1344	0	1
2024.01.02	12:19:00	15980.46	15981.72	15980.26	15980.45	1558	0	4
2024.01.02	12:20:00	15980.45	15982.32	15974.75	15975.47	3161	0	4
2024.01.02	12:21:00	15975.47	15980.92	15975.41	15979.4	573	0	2
2024.01.02	12:22:00	15979.4	15986.06	15973.1	15976.04	4785	0	2
2024.01.02	12:23:00	15976.04	15984.2	15960.92	15966.44	3673	0	2
2024.01.02	12:24:00	15966.44	15969.98	15955.19	15956.43	4573	0	3
2024.01.02	12:25:00	15956.43	15964.37	15954.28	15958.15	594	0	1
2024.01.02	12:26:00	15958.15	15977.46	15955.98	15971.23	1735	0	3
2024.01.02	12:27:00	15971.23	15978.59	15970.87	15972.85	2521	0	3
2024.01.02	12:28:00	15972.85	15974.15	15971.99	15972.21	3967	0	4
2024.01.02	12:29:00	15972.21	15975.0	15972.18	15974.84	3419	0	2
2024.01.02	12:30:00	15974.84	15986.53	15967.81	15985.72	2380	0	4
2024.01.02	12:31:00	15985.72	15994.47	15983.04	15987.82	1872	0	1
2024.01.02	12:32:00	15987.82	15992.48	15976.28	15984.81	1987	0	1
2024.01.02	12:33:00	15984.81	16002.81	15983.04	15994.09	2152	0	4
2024.01.02	12:34:00	15994.09	16003.07	15990.92	15997.88	3602	0	4
2024.01.02	12:35:00	15997.88	16015.05	15996.33	16010.65	4406	0	4
2024.01.02	12:36:00	16010.65	16013.37	16008.37	16012.45	2644	0	1
2024.01.02	12:37:00	16012.45	16015.87	15994.16	16002.85	4556	0	2
2024.01.02	12:38:00	16002.85	16003.14	15988.98	15992.09	1849	0	2
2024.01.02	12:39:00	15992.09	16014.31	15983.05	16005.78	4364	0	2
2024.01.02	12:40:00	16005.78	16021.51	16002.91	16020.08	504	0	2
2024.01.02	12:41:00	16020.08	16021.92	16010.8	16018.94	3874	0	2
2024.01.02	12:42:00	16018.94	16023.43	16012.3	16016.15	4772	0	1
2024.01.02	12:43:00	16016.15	16033.09	16012.67	16028.33	1748	0	4
2024.01.02	12:44:00	16028.33	16031.77	16019.53	16019.67	3567	0	2
2024.01.02	12:45:00	16019.67	16020.73	16004.42	16012.73	836	0	3
2024.01.02	12:46:00	16012.73	16020.31	16007.89	16018.27	4330	0	4
2024.01.02	12:47:00	16018.27	16018.55	16007.79	16015.39	2699	0	1
2024.01.02	12:48:00	16015.39	16020.15	16014.87	16015.67	2411	0	1
2024.01.02	12:49:00	16015.67	16018.93	16013.35	16014.66	4659	0	3
2024.01.02	12:50:00	16014.66	16022.14	16011.32	16017.72	4665	0	4
2024.01.02	12:51:00	16017.72	16029.88	16016.3	16029.46	1505	0	2
2024.01.02	12:52:00	16029.46	16039.96	16024.65	16030.52	4818	0	4
2024.01.02	12:53:00	16030.52	16037.36	16029.05	16036.07	1442	0	1
2024.01.02	12:54:00	16036.07	16036.46	16017.86	16019.75	4154	0	3
2024.01.02	12:55:00	16019.75	16022.08	16018.0	16019.67	4008	0	4
2024.01.02	12:56:00	16019.67	16021.04	16008.98	16013.16	2767	0	3
2024.01.02	12:57:00	16013.16	16020.43	16000.25	16003.6	3163	0	1
2024.01.02	12:58:00	16003.6	16004.57	15995.5	15996.8	2273	0	1
2024.01.02	12:59:00	15996.8	15997.84	15993.47	15994.42	2319	0	2
2024.01.02	13:00:00	15994.42	16008.61	15994.27	16002.15	2817	0	3
2024.01.02	13:01:00	16002.15	16002.45	15990.07	15991.73	4382	0	3
2024.01.02	13:02:00	15991.73	16000.67	15983.49	15992.3	2673	0	4
2024.01.02	13:03:00	15992.3	15993.71	15987.72	15988.7	3121	0	3
2024.01.02	13:04:00	15988.7	15989.68	15984.89	15986.36	3683	0	2
2024.01.02	13:05:00	15986.36	15995.2	15984.58	15994.8	4641	0	1
2024.01.02	13:06:00	15994.8	16001.15	15993.23	15999.48	4372	0	4
2024.01.02	13:07:00	15999.48	16010.99	15990.89	16010.64	2156	0	3
2024.01.02	13:08:00	16010.64	16013.82	16009.16	16009.71	4385	0	3
2024.01.02	13:09:00	16009.71	16009.75	16000.82	16004.39	2498	0	3
2024.01.02	13:10:00	16004.39	16004.62	16000.76	16002.89	922	0	4
2024.01.02	13:11:00	16002.89	16008.83	16002.14	16005.18	834	0	4
2024.01.02	13:12:00	16005.18	16008.02	15996.63	16006.93	1424	0	4
2024.01.02	13:13:00	16006.93	16007.99	15997.12	15998.46	2154	0	1
2024.01.02	13:14:00	15998.46	16000.19	15989.39	15999.52	2300	0	2
2024.01.02	13:15:00	15999.52	16011.5	15993.81	16001.69	1308	0	1
2024.01.02	13:16:00	16001.69	16022.99	16000.67	16022.42	1301	0	1
2024.01.02	13:17:00	16022.42	16039.11	16019.16	16037.97	647	0	4
2024.01.02	13:18:00	16037.97	16039.69	16030.95	16031.37	4602	0	2
2024.01.02	13:19:00	16031.37	16035.31	16028.16	16029.35	1650	0	3
2024.01.02	13:20:00	16029.35	16032.14	16013.07	16017.8	3420	0	3
2024.01.02	13:21:00	16017.8	16020.58	16008.91	16013.33	2707	0	2
2024.01.02	13:22:00	16013.33	16018.51	16012.49	16016.21	2121	0	1
2024.01.02	13:23:00	16016.21	16028.5	16015.33	16026.31	1613	0	3
2024.01.02	13:24:00	16026.31	16030.31	16019.33	16020.72	788	0	4
2024.01.02	13:25:00	16020.72	16027.82	16015.14	16015.73	990	0	1
2024.01.02	13:26:00	16015.73	16017.61	15988.88	15998.65	3547	0	2
2024.01.02	13:27:00	15998.65	16002.19	15997.31	15997.65	2531	0	4
2024.01.02	13:28:00	15997.65	15998.45	15988.76	15989.37	4855	0	4
2024.01.02	13:29:00	15989.37	15995.68	15981.9	15985.4	1165	0	3
2024.01.02	13:30:00	15985.4	15988.44	15975.7	15978.62	4686	0	4
2024.01.02	13:31:00	15978.62	15980.74	15977.21	15978.18	886	0	4
2024.01.02	13:32:00	15978.18	15985.8	15963.02	15964.28	3797	0	3
2024.01.02	13:33:00	15964.28	15964.68	15947.29	15952.75	4820	0	3
2024.01.02	13:34:00	15952.75	15970.53	15948.1	15970.28	1192	0	3
2024.01.02	13:35:00	15970.28	15970.32	15959.08	15960.19	2641	0	4
2024.01.02	13:36:00	15960.19	15966.43	15942.98	15951.65	4641	0	4
2024.01.02	13:37:00	15951.65	15966.82	15949.11	15966.81	4110	0	2
2024.01.02	13:38:00	15966.81	15993.26	15962.02	15990.63	1482	0	2
2024.01.02	13:39:00	15990.63	15993.01	15981.43	15981.47	1268	0	1
2024.01.02	13:40:00	15981.47	15984.77	15977.3	15978.81	2019	0	1
2024.01.02	13:41:00	15978.81	15984.05	15968.84	15981.89	2576	0	2
2024.01.02	13:42:00	15981.89	15997.89	15979.25	15996.21	1822	0	1
2024.01.02	13:43:00	15996.21	15996.98	15987.15	15988.54	904	0	4
2024.01.02	13:44:00	15988.54	15990.83	15986.64	15986.87	2740	0	2
2024.01.02	13:45:00	15986.87	15999.51	15983.73	15993.49	2353	0	3
2024.01.02	13:46:00	15993.49	15997.99	15993.31	15997.33	1874	0	1
2024.01.02	13:47:00	15997.33	15999.2	15994.1	15994.6	4218	0	2
2024.01.02	13:48:00	15994.6	16006.19	15990.94	15993.84	1804	0	4
2024.01.02	13:49:00	15993.84	15994.47	15980.43	15983.02	4517	0	1
2024.01.02	13:50:00	15983.02	15985.44	15977.88	15981.42	550	0	2
2024.01.02	13:51:00	15981.42	15986.99	15975.17	15979.58	2835	0	3
2024.01.02	13:52:00	15979.58	15987.06	15977.54	15981.78	4775	0	1
2024.01.02	13:53:00	15981.78	15983.2	15970.73	15977.61	1788	0	3
2024.01.02	13:54:00	15977.61	15984.94	15973.46	15981.74	3448	0	3
2024.01.02	13:55:00	15981.74	15991.62	15979.07	15990.26	3800	0	3
2024.01.02	13:56:00	15990.26	15994.47	15985.18	15991.84	2040	0	1
2024.01.02	13:57:00	15991.84	15997.57	15988.49	15995.0	3375	0	3
2024.01.02	13:58:00	15995.0	15995.84	15994.44	15995.76	3435	0	4
2024.01.02	13:59:00	15995.76	15996.72	15992.89	15996.08	2617	0	1
2024.01.02	14:00:00	15996.08	15997.02	15990.48	15990.55	2194	0	1
2024.01.02	14:01:00	15990.55	15994.8	15989.24	15993.44	2639	0	3
2024.01.02	14:02:00	15993.44	15995.16	15987.93	15992.97	1170	0	1
2024.01.02	14:03:00	15992.97	16014.68	15990.02	16010.25	2719	0	2
2024.01.02	14:04:00	16010.25	16023.56	16003.98	16023.33	1963	0	3
2024.01.02	14:05:00	16023.33	16030.09	16020.34	16026.78	2026	0	1
2024.01.02	14:06:00	16026.78	16027.37	16017.64	16020.91	1605	0	2
2024.01.02	14:07:00	16020.91	16023.97	16012.04	16012.21	2835	0	2
2024.01.02	14:08:00	16012.21	16029.44	16010.42	16022.19	534	0	3
2024.01.02	14:09:00	16022.19	16031.87	16018.63	16024.64	758	0	4
2024.01.02	14:10:00	16024.64	16032.58	16024.23	16028.86	1439	0	4
2024.01.02	14:11:00	16028.86	16035.03	16009.37	16015.02	3065	0	1
2024.01.02	14:12:00	16015.02	16028.0	16010.87	16022.87	1656	0	4
2024.01.02	14:13:00	16022.87	16027.28	16021.45	16026.88	2732	0	2
2024.01.02	14:14:00	16026.88	16028.5	16016.29	16018.19	1165	0	4
2024.01.02	14:15:00	16018.19	16019.24	16012.06	16014.68	2392	0	3
2024.01.02	14:16:00	16014.68	16018.38	16008.87	16017.14	2541	0	4
2024.01.02	14:17:00	16017.14	16023.13	16011.27	16017.89	1957	0	2
2024.01.02	14:18:00	16017.89	16022.38	16013.56	16015.84	723	0	2
2024.01.02	14:19:00	16015.84	16017.06	16008.22	16015.32	3298	0	4
2024.01.02	14:20:00	16015.32	16015.91	16013.43	16013.6	1416	0	2
2024.01.02	14:21:00	16013.6	16019.72	16011.37	16015.15	2682	0	4
2024.01.02	14:22:00	16015.15	16030.62	16012.49	16027.41	3692	0	1
2024.01.02	14:23:00	16027.41	16029.11	16002.74	16006.92	953	0	3
2024.01.02	14:24:00	16006.92	16008.63	16002.42	16005.32	3553	0	4
2024.01.02	14:25:00	16005.32	16008.21	15997.22	16007.07	2185	0	2
2024.01.02	14:26:00	16007.07	16010.31	15999.67	16009.79	2766	0	4
2024.01.02	14:27:00	16009.79	16013.18	16006.03	16007.09	844	0	1
2024.01.02	14:28:00	16007.09	16010.87	15986.94	15993.18	2747	0	1
2024.01.02	14:29:00	15993.18	16001.81	15987.91	15996.16	2206	0	2
2024.01.02	14:30:00	15996.16	16011.73	15995.05	16010.47	1301	0	2
2024.01.02	14:31:00	16010.47	16010.72	15996.95	15998.36	2897	0	3
2024.01.02	14:32:00	15998.36	16010.71	15990.58	16005.68	3428	0	4
2024.01.02	14:33:00	16005.68	16011.31	15994.19	16003.34	2259	0	1
2024.01.02	14:34:00	16003.34	16004.08	16001.44	16003.16	3354	0	3
2024.01.02	14:35:00	16003.16	16006.23	15991.32	15994.95	2037	0	4
2024.01.02	14:36:00	15994.95	16000.83	15989.04	15992.56	4237	0	3
2024.01.02	14:37:00	15992.56	16007.33	15987.38	16003.42	1765	0	4
2024.01.02	14:38:00	16003.42	16011.02	16000.59	16008.46	4092	0	1
2024.01.02	14:39:00	16008.46	16027.49	16004.33	16022.83	2217	0	3
2024.01.02	14:40:00	16022.83	16032.82	16022.13	16032.7	3011	0	2
2024.01.02	14:41:00	16032.7	16037.79	16028.08	16036.59	811	0	2
2024.01.02	14:42:00	16036.59	16051.94	16036.26	16051.08	834	0	3
2024.01.02	14:43:00	16051.08	16065.76	16046.6	16054.97	4972	0	4
2024.01.02	14:44:00	16054.97	16066.64	16049.69	16062.02	534	0	2
2024.01.02	14:45:00	16062.02	16062.53	16052.79	16059.93	2999	0	2
2024.01.02	14:46:00	16059.93	16062.28	16051.08	16060.79	2557	0	2
2024.01.02	14:47:00	16060.79	16068.07	16050.72	16055.44	3362	0	4
2024.01.02	14:48:00	16055.44	16064.03	16050.56	16063.81	516	0	2
2024.01.02	14:49:00	16063.81	16068.38	16053.51	16054.55	1324	0	2
2024.01.02	14:50:00	16054.55	16062.19	16052.96	16061.23	2024	0	3
2024.01.02	14:51:00	16061.23	16061.31	16056.37	16060.0	4655	0	3
2024.01.02	14:52:00	16060.0	16072.88	16056.45	16069.85	2073	0	1
2024.01.02	14:53:00	16069.85	16080.63	16068.62	16076.29	3070	0	1
2024.01.02	14:54:00	16076.29	16093.31	16072.4	16091.44	3079	0	3
2024.01.02	14:55:00	16091.44	16101.22	16090.02	16097.71	2364	0	3
2024.01.02	14:56:00	16097.71	16099.14	16084.23	16085.23	4230	0	2
2024.01.02	14:57:00	16085.23	16096.72	16084.19	16085.0	3709	0	2
2024.01.02	14:58:00	16085.0	16089.97	16072.28	16075.78	2498	0	4
2024.01.02	14:59:00	16075.78	16077.93	16068.86	16071.88	1869	0	1
2024.01.02	15:00:00	16071.88	16088.18	16062.79	16084.51	1750	0	3
2024.01.02	15:01:00	16084.51	16093.09	16080.88	16090.02	4705	0	2
2024.01.02	15:02:00	16090.02	16092.01	16083.15	16084.65	1066	0	2
2024.01.02	15:03:00	16084.65	16087.4	16074.36	16076.72	1261	0	1
2024.01.02	15:04:00	16076.72	16085.79	16076.5	16077.31	1678	0	3
2024.01.02	15:05:00	16077.31	16083.78	16065.0	16067.73	4248	0	1
2024.01.02	15:06:00	16067.73	16068.56	16061.25	16062.59	3596	0	3
2024.01.02	15:07:00	16062.59	16070.52	16059.05	16065.45	4849	0	4
2024.01.02	15:08:00	16065.45	16083.45	16063.27	16075.17	3748	0	3
2024.01.02	15:09:00	16075.17	16081.49	16072.96	16080.45	2712	0	1
2024.01.02	15:10:00	16080.45	16082.74	16055.05	16062.12	681	0	4
2024.01.02	15:11:00	16062.12	16067.25	16060.38	16064.92	4444	0	3
2024.01.02	15:12:00	16064.92	16067.12	16062.07	16065.83	3513	0	4
2024.01.02	15:13:00	16065.83	16071.01	16064.44	16069.52	822	0	1
2024.01.02	15:14:00	16069.52	16087.31	16065.76	16083.0	4868	0	4
2024.01.02	15:15:00	16083.0	16083.23	16065.47	16066.52	3292	0	3
2024.01.02	15:16:00	16066.52	16067.26	16061.12	16062.04	3289	0	4
